uniprotkb_id,uniprotkbac_id,organism,tpsprotein_names,tpsgene_names,geneprimary_identifier,genesecondary_identifier,emblgenbankddbjcds_id,synonym,organism_id,ec_number,uniparc,keywords,crossreference_interpro,geneontology_molecularfunction,taxonomiclineage_id,TPS CLASSIFICATION
A0A1D6KV58,A0A1D6KV58_MAIZE,Zea mays (Maize),Anther ear1,542253 ZEAMMB73_Zm00001d032961,,,ONM06435.1,"ZEAMMB73_Zm00001d032961, 542253",4577,,UPI000843DE97 ,Reference proteome,IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],4577,
A0A1D6KV67,A0A1D6KV67_MAIZE,Zea mays (Maize),Anther ear1,542253 ZEAMMB73_Zm00001d032961,"Zm00001d032961_P024, ",PAC:40205714 ,ONM06428.1,"ZEAMMB73_Zm00001d032961, 542253",4577,,UPI00084326E7 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,
A0A3L6G2C1,EDSM_MAIZE,Zea mays (Maize),Eudesmanediol synthase (ZmEDS) (EC 4.2.3.197) ((+)-germacrene D synthase) (Terpene synthase 17),EDS TPS17 TSGD1_1 Zm00014a_032508,"ZmPHB47.K019800.1.p, ",PAC:41409552 ,PWZ40931.1,"Zm00014a_032508, EDSZm14a_3258, EDSEDS, TPS17 TSGD1_1",4577,4.2.3.197,UPI000FBD3856 ,Cytoplasm;Lyase;Magnesium;Manganese;Metal-binding;Plant defense;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
K7WDC8,TS21I_MAIZE,Zea mays (Maize),Inactive beta selinene synthase (Terpene synthase 21) (Zmtps21),ZEAMMB73_Zm00001d047440,,,ATI25520.1,ZEAMMB73_Zm00001d047440,4577,,UPI000220B189 ,Cytoplasm;Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],4577,
A0A1D6LTV2,A0A1D6LTV2_MAIZE,Zea mays (Maize),Terpene synthase26,ZEAMMB73_Zm00001d037092,"Zm00001d037092_P004, ",PAC:40225358 ,AQK82823.1,ZEAMMB73_Zm00001d037092,4577,,UPI000842A3C7 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,
Q5GJ59,TPS7_MAIZE,Zea mays (Maize),Tau-cadinol synthase (EC 4.2.3.173) (Terpene synthase 7) (ZmTPS7),TPS7 ZEAMMB73_Zm00001d032230,"ZmPHJ40.01G314000.1.p, AC217050.4_FGP007","PAC:41387342, PAC:31011789",AAS88577.1,"ZEAMMB73_Zm00001d032230, TPS7",4577,4.2.3.173,UPI00004C721B ,Cytoplasm;Lyase;Magnesium;Manganese;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,
A0A1D6MTY4,A0A1D6MTY4_MAIZE,Zea mays (Maize),Kaurene synthase4,ZEAMMB73_Zm00001d041082,"Zm00001d041082_P003, ",PAC:40234340 ,ONM32347.1,ZEAMMB73_Zm00001d041082,4577,,UPI000843D014 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,DITERPENE SYNTHASE
A0A1D6KV55,A0A1D6KV55_MAIZE,Zea mays (Maize),Anther ear1,542253 ZEAMMB73_Zm00001d032961,,,ONM06430.1,"ZEAMMB73_Zm00001d032961, 542253",4577,,UPI0008433DAC ,Reference proteome,IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],4577,
Q6JD73,TPS4A_MAIZE,Zea mays (Maize),7-epi-sesquithujene synthase (EC 4.2.3.101) ((E)-alpha-bergamotene synthase) (EC 4.2.3.81) (Beta-bisabolene synthase) (EC 4.2.3.55) (Beta-curcumene synthase) (EC 4.2.3.-) (Beta-farnesene synthase) (EC 4.2.3.47) (Gamma-curcumene synthase) (EC 4.2.3.94) (Sesquisabinene A synthase) (EC 4.2.3.-) (Terpene synthase 4) (tps4-B73),TPS4 ZEAMMB73_Zm00001d024478,,,AAS88571.1,"ZEAMMB73_Zm00001d024478, TPS4",4577,4.2.3.101; 4.2.3.81; 4.2.3.55; 4.2.3.-; 4.2.3.47; 4.2.3.94,UPI0002219010 ,Cytoplasm;Lyase;Magnesium;Manganese;Metal-binding;Plant defense;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,gamma-curcumene synthase activity [GO:0102064]; magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6KV59,A0A1D6KV59_MAIZE,Zea mays (Maize),Anther ear1,542253 ZEAMMB73_Zm00001d032961,"Zm00001d032961_P016, ",PAC:40205705 ,ONM06420.1,"ZEAMMB73_Zm00001d032961, 542253",4577,,UPI0008423677 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,
A0A1D6IYX8,A0A1D6IYX8_MAIZE,Zea mays (Maize),Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,ZEAMMB73_Zm00001d024359,"Zm00001d024359_P001, ",PAC:40182264 ,AQK41075.1,ZEAMMB73_Zm00001d024359,4577,,UPI00084410E5 ,Coiled coil;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6KUI6,KSL4_MAIZE,Zea mays (Maize),"Dolabradiene synthase KSL4, chloroplastic (EC 4.2.3.196) (Ent-kaurene synthase-like 4) (ZmKSL4)",KSL4 ZEAMMB73_Zm00001d032858,"Zm00001d032858_P001, ",PAC:40206563 ,ONM06227.1,"ZEAMMB73_Zm00001d032858, KSL4",4577,4.2.3.196,UPI000220DB23 ,Chloroplast;Lyase;Magnesium;Metal-binding;Plant defense;Plastid;Reference proteome;Transit peptide,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,lyase activity [GO:0016829]; magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,DITERPENE SYNTHASE
A0A1D6IZJ3,A0A1D6IZJ3_MAIZE,Zea mays (Maize),Terpene synthase5,ZEAMMB73_Zm00001d024481,"Zm00001d024481_P002, ",PAC:40183117 ,AQK41281.1,ZEAMMB73_Zm00001d024481,4577,,UPI0008454C06 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,
A0A1D6KV45,A0A1D6KV45_MAIZE,Zea mays (Maize),Anther ear1,542253 ZEAMMB73_Zm00001d032961,"Zm00001d032961_P002, ",PAC:40205697 ,ONM06415.1,"ZEAMMB73_Zm00001d032961, 542253",4577,,UPI0008453B97 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,
Q6JD70,TPS5A_MAIZE,Zea mays (Maize),Sesquithujene synthase A (EC 4.2.3.102) ((S)-beta-bisabolene synthase) (EC 4.2.3.55) ((Z)-alpha-bergamotene synthase) (EC 4.2.3.54) (Beta-curcumene synthase) (EC 4.2.3.-) (Beta-farnesene synthase) (EC 4.2.3.47) (Gamma-curcumene synthase) (EC 4.2.3.94) (Sesquisabinene B synthase) (EC 4.2.3.-) (Terpene synthase 5) (tps5-Del1),TPS5A,,,AAS88574.1,TPS5A,4577,4.2.3.102; 4.2.3.55; 4.2.3.54; 4.2.3.-; 4.2.3.47; 4.2.3.94,UPI0000367C1E ,Cytoplasm;Lyase;Magnesium;Manganese;Metal-binding;Plant defense;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,endo-alpha-bergamontene synthase activity [GO:0102060]; gamma-curcumene synthase activity [GO:0102064]; magnesium ion binding [GO:0000287]; sesquithujene synthase activity [GO:0102304]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6DZU6,A0A1D6DZU6_MAIZE,Zea mays (Maize),Kaurene synthase3,103645955 ZEAMMB73_Zm00001d002349,"Zm00001d002349_P001, ",PAC:40187440 ,ONM14030.1,"ZEAMMB73_Zm00001d002349, 103645955",4577,,UPI000221D50E ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,DITERPENE SYNTHASE
A0A1D6DZV3,A0A1D6DZV3_MAIZE,Zea mays (Maize),Kaurene synthase3,103645955 ZEAMMB73_Zm00001d002349,"Zm00001d002349_P008, ",PAC:40187445 ,ONM14035.1,"ZEAMMB73_Zm00001d002349, 103645955",4577,,UPI00084336A5 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,DITERPENE SYNTHASE
K7TKS3,K7TKS3_MAIZE,Zea mays (Maize),Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,103641099 ZEAMMB73_Zm00001d024211,"Zm00001d024211_P001, GRMZM2G028306_P01","PAC:40179790, PAC:31000683",AQK40807.1,"ZEAMMB73_Zm00001d024211, 103641099",4577,,UPI000221EF66 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6K2Z5,A0A1D6K2Z5_MAIZE,Zea mays (Maize),Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,ZEAMMB73_Zm00001d029139,"Zm00001d029139_P001, ","PAC:40215272, ",ONL98033.1,ZEAMMB73_Zm00001d029139,4577,,UPI0008433BD2 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6PQN8,A0A1D6PQN8_MAIZE,Zea mays (Maize),Ent-copalyl diphosphate synthase chloroplastic,ZEAMMB73_Zm00001d048867,"Zm00001d048867_P001, ",PAC:40276665,AQK49070.1,ZEAMMB73_Zm00001d048867,4577,,UPI0008439F98 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,DITERPENE SYNTHASE
A0A1D6KV70,A0A1D6KV70_MAIZE,Zea mays (Maize),Anther ear1,542253 ZEAMMB73_Zm00001d032961,,,ONM06432.1,"ZEAMMB73_Zm00001d032961, 542253",4577,,UPI000843D94B ,Reference proteome,IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],4577,
Q29VN3,TPS8_MAIZE,Zea mays (Maize),Alpha-copaene synthase (EC 4.2.3.133) ((+)-germacrene D synthase) (EC 4.2.3.77) (Beta-caryophyllene synthase) (EC 4.2.3.57) (Delta-cadinene synthase) (EC 4.2.3.-) (Terpene synthase 8),TPS8 ZEAMMB73_Zm00001d029195,"Zm00001d029195_P001, GRMZM2G038153_P01","PAC:40210276, PAC:31009961",AAX99148.1,"ZEAMMB73_Zm00001d029195, TPS8",4577,4.2.3.133; 4.2.3.77; 4.2.3.57; 4.2.3.-,UPI00006C66E4 ,Cytoplasm;Lyase;Magnesium;Manganese;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,(-)-E-beta-caryophyllene synthase activity [GO:0080016]; alpha-copaene synthase activity [GO:0102877]; magnesium ion binding [GO:0000287],4577,SESQUITERPENE SYNTHASE
Q5GJ60,TPS6_MAIZE,Zea mays (Maize),(S)-beta-macrocarpene synthase (EC 5.5.1.17) (Alpha-terpinolene synthase) (EC 4.2.3.113) (Beta-bisabolene synthase) (EC 4.2.3.55) (Beta-myrcene synthase) (EC 4.2.3.15) (Limonene synthase) (EC 4.2.3.16) (Linalool synthase) (EC 4.2.3.25) (Terpene synthase 6),TPS6 UMI2 ZEAMMB73_Zm00001d024207,"Zm00001d024207_P002, ",PAC:40179246 ,AAT70085.1,"ZEAMMB73_Zm00001d024207, TPS6ZEAMMB73_Zm1d2427, TPS6TPS6, UMI2",4577,5.5.1.17; 4.2.3.113; 4.2.3.55; 4.2.3.15; 4.2.3.16; 4.2.3.25,UPI00004C721A ,Cytoplasm;Isomerase;Lyase;Magnesium;Manganese;Metal-binding;Plant defense;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,(4S)-limonene synthase activity [GO:0050552]; isomerase activity [GO:0016853]; magnesium ion binding [GO:0000287]; myrcene synthase activity [GO:0050551]; S-linalool synthase activity [GO:0034007]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6LHV7,A0A1D6LHV7_MAIZE,Zea mays (Maize),Alpha-humulene/(-)-(E)-beta-caryophyllene synthase (TPS15-B73),103629258 ZEAMMB73_Zm00001d035682,"Zm00001d035682_P001, ",PAC:40222960 ,AQK79452.1,"ZEAMMB73_Zm00001d035682, 103629258",4577,,UPI0004DEA611 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6EFQ6,A0A1D6EFQ6_MAIZE,Zea mays (Maize),Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,ZEAMMB73_Zm00001d004484,"Zm00001d004484_P002, ",PAC:40188411 ,ONM19012.1,ZEAMMB73_Zm00001d004484,4577,,UPI0008452B19 ,Coiled coil;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6IZQ3,A0A1D6IZQ3_MAIZE,Zea mays (Maize),Ent-kaur-16-ene synthase chloroplastic,ZEAMMB73_Zm00001d024514,"Zm00001d024514_P001, ",PAC:40176024 ,AQK41341.1,ZEAMMB73_Zm00001d024514,4577,,UPI00084598FD ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,DITERPENE SYNTHASE
A0A1D6KV65,A0A1D6KV65_MAIZE,Zea mays (Maize),Anther ear1,542253 ZEAMMB73_Zm00001d032961,"Zm00001d032961_P022, ",PAC:40205706 ,ONM06416.1,"ZEAMMB73_Zm00001d032961, 542253",4577,,UPI0008459473 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,
A0A1D6EFQ5,A0A1D6EFQ5_MAIZE,Zea mays (Maize),Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,ZEAMMB73_Zm00001d004484,"Zm00001d004484_P001, ",PAC:40188410 ,ONM19013.1,ZEAMMB73_Zm00001d004484,4577,,UPI00022175B3 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6IZJ6,A0A1D6IZJ6_MAIZE,Zea mays (Maize),Terpene synthase10,ZEAMMB73_Zm00001d024486,"Zm00001d024486_P001, ",PAC:40179474 ,AQK41285.1,ZEAMMB73_Zm00001d024486,4577,,UPI0008455DCB ,Coiled coil;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,
Q6JD69,TPS5B_MAIZE,Zea mays (Maize),Inactive sesquithujene synthase B (Terpene synthase 5) (tps5-Del2),TPS5B,,,AAS88575.1,TPS5B,4577,,UPI0000367C1F ,Cytoplasm;Magnesium;Manganese;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
Q1EG72,TPS11_MAIZE,Zea mays (Maize),(S)-beta-macrocarpene synthase (EC 5.5.1.17) (Alpha-terpinolene synthase) (EC 4.2.3.113) (Beta-bisabolene synthase) (EC 4.2.3.55) (Beta-myrcene synthase) (EC 4.2.3.15) (Limonene synthase) (EC 4.2.3.16) (Linalool synthase) (EC 4.2.3.25) (Terpene synthase 11),TPS11 UMI3 ZEAMMB73_Zm00001d024210,"Zm00001d024210_P002, ",PAC:40177036 ,AAT70086.1,"ZEAMMB73_Zm00001d024210, TPS11, TPS11ZEAMMB73_Zm1d2421, TPS11TPS11, UMI3",4577,5.5.1.17; 4.2.3.113; 4.2.3.55; 4.2.3.15; 4.2.3.16; 4.2.3.25,UPI0000D83D3C ,Cytoplasm;Isomerase;Lyase;Magnesium;Manganese;Metal-binding;Plant defense;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,(4S)-limonene synthase activity [GO:0050552]; isomerase activity [GO:0016853]; magnesium ion binding [GO:0000287]; myrcene synthase activity [GO:0050551]; S-linalool synthase activity [GO:0034007]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6IZP2,A0A1D6IZP2_MAIZE,Zea mays (Maize),Copalyl diphosphate synthase3,103641248 ZEAMMB73_Zm00001d024512,"Zm00001d024512_P001, ",PAC:40181377 ,AQK41335.1,"ZEAMMB73_Zm00001d024512, 103641248",4577,,UPI0008454646 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],4577,DITERPENE SYNTHASE
Q2NM15,FARS_MAIZE,Zea mays (Maize),(E)-beta-farnesene synthase (EC 4.2.3.47) ((+)-germacrene D synthase) (EC 4.2.3.77) ((E)-alpha-bergamotene synthase) (EC 4.2.3.81) (Alpha-copaene synthase) (EC 4.2.3.133) (Alpha-muurolene synthase) (EC 4.2.3.125) (Beta-bisabolene synthase) (EC 4.2.3.55) (Beta-caryophyllene synthase) (EC 4.2.3.57) (Delta-cadinene synthase) (EC 4.2.3.-) (Sesquiphellandrene synthase) (EC 4.2.3.123) (Sesquisabinene A synthase) (EC 4.2.3.-) (Terpene synthase 10) (Zingiberene synthase) (EC 4.2.3.65),TPS10,,,AAX99146.1,TPS10,4577,4.2.3.47; 4.2.3.77; 4.2.3.81; 4.2.3.133; 4.2.3.125; 4.2.3.55; 4.2.3.57; 4.2.3.-; 4.2.3.123; 4.2.3.65,UPI000068289A ,Cytoplasm;Lyase;Magnesium;Manganese;Metal-binding;Plant defense;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,(-)-E-beta-caryophyllene synthase activity [GO:0080016]; alpha-copaene synthase activity [GO:0102877]; alpha-zingiberene synthase activity [GO:0102884]; beta-sesquiphellandrene synthase activity [GO:0102887]; magnesium ion binding [GO:0000287],4577,SESQUITERPENE SYNTHASE
A0A1D6DZV5,A0A1D6DZV5_MAIZE,Zea mays (Maize),Kaurene synthase3,103645955 ZEAMMB73_Zm00001d002349,"Zm00001d002349_P010, ",PAC:40187444 ,ONM14033.1,"ZEAMMB73_Zm00001d002349, 103645955",4577,,UPI000843703E ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,DITERPENE SYNTHASE
A0A581NG33,A0A581NG33_MAIZE,Zea mays (Maize),Uncharacterized protein,,,,,,4577,,UPI0008424D17 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,UNCHARACTERIZED
A0A5H1ZRW3,A0A5H1ZRW3_MAIZE,Zea mays (Maize),Uncharacterized protein,,,,,,4577,,UPI000220D1A4 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,UNCHARACTERIZED
A0A5A0HKF8,A0A5A0HKF8_MAIZE,Zea mays (Maize),Uncharacterized protein,542253,,,,542253,4577,,UPI000221B882 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,UNCHARACTERIZED
A0A1X7YI25,A0A1X7YI25_MAIZE,Zea mays (Maize),Terpene_synth domain-containing protein,,,,,,4577,,UPI000842A909 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],4577,
A0A581LX25,A0A581LX25_MAIZE,Zea mays (Maize),Uncharacterized protein,,,,,,4577,,UPI000845472E ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,UNCHARACTERIZED
A0A1D6J0W5,A0A1D6J0W5_MAIZE,Zea mays (Maize),Germacrene A synthase long form,ZEAMMB73_Zm00001d024667,"Zm00001d024667_P001, ",PAC:40181784 ,AQK41707.1,ZEAMMB73_Zm00001d024667,4577,,UPI000842D1FC ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6IY24,A0A1D6IY24_MAIZE,Zea mays (Maize),Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,103641099 ZEAMMB73_Zm00001d024211,"Zm00001d024211_P004, ",PAC:40179793 ,AQK40809.1,"ZEAMMB73_Zm00001d024211, 103641099",4577,,UPI000843D5B4 ,Coiled coil;Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6IY10,A0A1D6IY10_MAIZE,Zea mays (Maize),Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,542688 ZEAMMB73_Zm00001d024207,"Zm00001d024207_P003, ",PAC:40179249 ,AQK40793.1,"ZEAMMB73_Zm00001d024207, 542688",4577,,UPI000843D0F4 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6IY11,A0A1D6IY11_MAIZE,Zea mays (Maize),Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,542688 ZEAMMB73_Zm00001d024207,"Zm00001d024207_P004, ",PAC:40179250 ,AQK40794.1,"ZEAMMB73_Zm00001d024207, 542688",4577,,UPI0008456A95 ,Coiled coil;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix,IPR008949;IPR034741;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6IY19,A0A1D6IY19_MAIZE,Zea mays (Maize),Terpene synthase6,103641097 ZEAMMB73_Zm00001d024210,"Zm00001d024210_P003, ",PAC:40177038 ,AQK40804.1,"ZEAMMB73_Zm00001d024210, 103641097",4577,,UPI0008455D79 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,
A0A1D6J0W7,A0A1D6J0W7_MAIZE,Zea mays (Maize),Germacrene A synthase long form,ZEAMMB73_Zm00001d024667,"Zm00001d024667_P003, ",PAC:40181783 ,AQK41705.1,ZEAMMB73_Zm00001d024667,4577,,UPI0008436D5F ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6IY14,A0A1D6IY14_MAIZE,Zea mays (Maize),Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,ZEAMMB73_Zm00001d024208,"Zm00001d024208_P003, ",PAC:40179172 ,AQK40799.1,ZEAMMB73_Zm00001d024208,4577,,UPI0008446E4E ,Reference proteome,IPR008949;IPR036965;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6IY15,A0A1D6IY15_MAIZE,Zea mays (Maize),Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,ZEAMMB73_Zm00001d024208,"Zm00001d024208_P004, ",PAC:40179171 ,AQK40797.1,ZEAMMB73_Zm00001d024208,4577,,UPI000843F24B ,Reference proteome,IPR008949;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6IZJ0,A0A1D6IZJ0_MAIZE,Zea mays (Maize),Germacrene A synthase long form,ZEAMMB73_Zm00001d024479,"Zm00001d024479_P001, ",PAC:40182975 ,AQK41279.1,ZEAMMB73_Zm00001d024479,4577,,UPI00084376AC ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6J0W6,A0A1D6J0W6_MAIZE,Zea mays (Maize),Germacrene A synthase long form,ZEAMMB73_Zm00001d024667,"Zm00001d024667_P002, ",PAC:40181782 ,,ZEAMMB73_Zm00001d024667,4577,,UPI0008456B53 ,Coiled coil;Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A1D6IZJ1,A0A1D6IZJ1_MAIZE,Zea mays (Maize),Terpene_synth_C domain-containing protein,ZEAMMB73_Zm00001d024480,"Zm00001d024480_P001, ",PAC:40176206 ,,ZEAMMB73_Zm00001d024480,4577,,UPI000844F8C3 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,
Q00909,TRI5_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),Trichodiene synthase (EC 4.2.3.6) (Sesquiterpene cyclase) (TS),TRI5 FGRRES_03537 FGSG_03537,,,,"FGRRES_03537 FGSG_03537, TRI5",229533,4.2.3.6,UPI0000001162 ,Lyase;Reference proteome,IPR008949;IPR010458;IPR024652;,trichodiene synthase activity [GO:0045482],229533,SESQUITERPENE SYNTHASE
I1S104,CLM1_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),Longiborneol synthase CLM1 (EC 4.2.3.-) (Culmorin biosynthesis protein 1) (Terpene cyclase CLM1),CLM1 FG10397 FGRAMPH1_01T07999,,,,"FG10397 FGRAMPH1_01T07999, CLM1",229533,4.2.3.-,UPI000023E5A4 ,Lyase;Magnesium;Metal-binding;Reference proteome;Virulence,IPR008949;IPR024652;,"carbon-oxygen lyase activity, acting on phosphates [GO:0016838]; metal ion binding [GO:0046872]",229533,
