uniprotkb_id,uniprotkbac_id,organism,tpsprotein_names,tpsgene_names,geneprimary_identifier,genesecondary_identifier,emblgenbankddbjcds_id,synonym,organism_id,ec_number,uniparc,keywords,crossreference_interpro,geneontology_molecularfunction,taxonomiclineage_id,TPS CLASSIFICATION
A0A1R3H441,A0A1R3H441_9ROSI,Corchorus olitorius,(+)-delta-cadinene synthase (EC 4.2.3.13),COLO4_31527,,,OMO65118.1,COLO4_31527,93759,4.2.3.13,UPI0009747951 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],93759,SESQUITERPENE SYNTHASE
A0A5N5J2C6,A0A5N5J2C6_9ROSI,Salix brachista,Uncharacterized protein,DKX38_028912,,,KAB5511884.1,DKX38_028912,2182728,,UPI0012BFB16A ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],2182728,UNCHARACTERIZED
A0A1R3IM35,A0A1R3IM35_9ROSI,Corchorus olitorius,(+)-delta-cadinene synthase (EC 4.2.3.13),COLO4_22399,,,OMO83635.1,COLO4_22399,93759,4.2.3.13,UPI000973F3B0 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],93759,SESQUITERPENE SYNTHASE
A0A5B6VSZ2,A0A5B6VSZ2_9ROSI,Gossypium australe,(+)-delta-cadinene synthase (EC 4.2.3.13),EPI10_022722,,,KAA3472223.1,EPI10_022722,47621,4.2.3.13,UPI0012565E3B ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],47621,SESQUITERPENE SYNTHASE
A0A5B6UG67,A0A5B6UG67_9ROSI,Gossypium australe,(+)-delta-cadinene synthase (EC 4.2.3.13),EPI10_018888,,,KAA3455917.1,EPI10_018888,47621,4.2.3.13,UPI00125556C1 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],47621,SESQUITERPENE SYNTHASE
A0A5C7IEA6,A0A5C7IEA6_9ROSI,Acer yangbiense,Uncharacterized protein,EZV62_008600,,,TXG67325.1,EZV62_008600,1000413,,UPI0011D3F8AF ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1000413,UNCHARACTERIZED
A0A5B6VUA3,A0A5B6VUA3_9ROSI,Gossypium australe,(+)-delta-cadinene synthase (EC 4.2.3.13),EPI10_022992,,,KAA3472517.1,EPI10_022992,47621,4.2.3.13,UPI0012571AD3 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],47621,SESQUITERPENE SYNTHASE
A0A5B6UF80,A0A5B6UF80_9ROSI,Gossypium australe,(+)-delta-cadinene synthase (EC 4.2.3.13),EPI10_018889,,,KAA3455918.1,EPI10_018889,47621,4.2.3.13,UPI00125722C9 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],47621,SESQUITERPENE SYNTHASE
A0A5N5K0U5,A0A5N5K0U5_9ROSI,Salix brachista,Uncharacterized protein,DKX38_025096,,,KAB5520777.1,DKX38_025096,2182728,,UPI0012D1FFBA ,Coiled coil;Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],2182728,UNCHARACTERIZED
A0A5C7GSE5,A0A5C7GSE5_9ROSI,Acer yangbiense,Uncharacterized protein,EZV62_026526,,,TXG47232.1,EZV62_026526,1000413,,UPI0011D54DA0 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1000413,UNCHARACTERIZED
A0A5C7IFX7,A0A5C7IFX7_9ROSI,Acer yangbiense,Uncharacterized protein,EZV62_009200,,,TXG67925.1,EZV62_009200,1000413,,UPI0011D8CCD4 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1000413,UNCHARACTERIZED
A0A5C7IF00,A0A5C7IF00_9ROSI,Acer yangbiense,Uncharacterized protein,EZV62_009195,,,TXG67920.1,EZV62_009195,1000413,,UPI0011D57450 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1000413,UNCHARACTERIZED
A0A5B6VTH2,A0A5B6VTH2_9ROSI,Gossypium australe,(+)-delta-cadinene synthase (EC 4.2.3.13),EPI10_022967,,,KAA3472490.1,EPI10_022967,47621,4.2.3.13,UPI00125396DC ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],47621,SESQUITERPENE SYNTHASE
A0A5C7IVA7,A0A5C7IVA7_9ROSI,Acer yangbiense,Uncharacterized protein,EZV62_001836,,,TXG73257.1,EZV62_001836,1000413,,UPI0011D7EB6D ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1000413,UNCHARACTERIZED
A0A5N6RE55,A0A5N6RE55_9ROSI,Carpinus fangiana,Uncharacterized protein,FH972_015887,,,KAE8077315.1,FH972_015887,176857,,UPI0012A66F49 ,Coiled coil;Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],176857,UNCHARACTERIZED
A0A1R3L002,A0A1R3L002_9ROSI,Corchorus olitorius,(+)-delta-cadinene synthase (EC 4.2.3.13),COLO4_02890,,,OMP12676.1,COLO4_02890,93759,4.2.3.13,UPI0009744876 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],93759,SESQUITERPENE SYNTHASE
A0A1R3KYE2,A0A1R3KYE2_9ROSI,Corchorus olitorius,Terpene_synth domain-containing protein,COLO4_03492,,,OMP12049.1,COLO4_03492,93759,,UPI0009748AC7 ,Coiled coil;Metal-binding;Reference proteome,IPR001906;IPR036965;IPR008930;,metal ion binding [GO:0046872]; terpene synthase activity [GO:0010333],93759,
A0A5N5MQK5,A0A5N5MQK5_9ROSI,Salix brachista,Uncharacterized protein,DKX38_008354,,,KAB5557445.1,DKX38_008354,2182728,,UPI0012CD142E ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],2182728,UNCHARACTERIZED
A0A5B6VDJ1,A0A5B6VDJ1_9ROSI,Gossypium australe,(+)-delta-cadinene synthase (EC 4.2.3.13),EPI10_002305,,,KAA3467280.1,EPI10_002305,47621,4.2.3.13,UPI00125534CF ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],47621,SESQUITERPENE SYNTHASE
A0A5C7IDF2,A0A5C7IDF2_9ROSI,Acer yangbiense,Uncharacterized protein,EZV62_008167,,,TXG66892.1,EZV62_008167,1000413,,UPI0011D8884A ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1000413,UNCHARACTERIZED
A0A5B6VEC6,A0A5B6VEC6_9ROSI,Gossypium australe,(+)-delta-cadinene synthase (EC 4.2.3.13),EPI10_002542,,,KAA3467538.1,EPI10_002542,47621,4.2.3.13,UPI0012563C8F ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],47621,SESQUITERPENE SYNTHASE
A0A5C7GTK0,A0A5C7GTK0_9ROSI,Acer yangbiense,Uncharacterized protein,EZV62_027184,,,TXG47890.1,EZV62_027184,1000413,,UPI0011DA87BB ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1000413,UNCHARACTERIZED
A0A5B6V3C9,A0A5B6V3C9_9ROSI,Gossypium australe,(+)-delta-cadinene synthase (EC 4.2.3.13),EPI10_007979,,,KAA3463645.1,EPI10_007979,47621,4.2.3.13,UPI00125695F7 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],47621,SESQUITERPENE SYNTHASE
A0A5N6QUN3,A0A5N6QUN3_9ROSI,Carpinus fangiana,Uncharacterized protein,FH972_006150,,,KAE8009729.1,FH972_006150,176857,,UPI0012A4A8C1 ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],176857,UNCHARACTERIZED
A0A5N6RTU2,A0A5N6RTU2_9ROSI,Carpinus fangiana,Terpene_synth domain-containing protein,FH972_020477,,,KAE8125702.1,FH972_020477,176857,,UPI0012A3FF45 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],176857,
A0A5N5IXM3,A0A5N5IXM3_9ROSI,Salix brachista,Uncharacterized protein,DKX38_028837,,,KAB5511809.1,DKX38_028837,2182728,,UPI0012C0D8BC ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],2182728,UNCHARACTERIZED
A0A5B6WL97,A0A5B6WL97_9ROSI,Gossypium australe,(+)-delta-cadinene synthase (EC 4.2.3.13),EPI10_022274,,,KAA3481956.1,EPI10_022274,47621,4.2.3.13,UPI00125B9D39 ,Coiled coil;Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],47621,SESQUITERPENE SYNTHASE
A0A5N5K671,A0A5N5K671_9ROSI,Salix brachista,Uncharacterized protein,DKX38_022804,,,KAB5525055.1,DKX38_022804,2182728,,UPI0012C83F8A ,Coiled coil;Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],2182728,UNCHARACTERIZED
A0A5B6VDQ4,A0A5B6VDQ4_9ROSI,Gossypium australe,(+)-delta-cadinene synthase (EC 4.2.3.13),EPI10_002260,,,KAA3467232.1,EPI10_002260,47621,4.2.3.13,UPI00125973F9 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],47621,SESQUITERPENE SYNTHASE
A0A5N5J0E6,A0A5N5J0E6_9ROSI,Salix brachista,Uncharacterized protein,DKX38_028914,,,KAB5511886.1,DKX38_028914,2182728,,UPI0012CB549F ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],2182728,UNCHARACTERIZED
A0A5C7HL94,A0A5C7HL94_9ROSI,Acer yangbiense,Uncharacterized protein,EZV62_018425,,,TXG57112.1,EZV62_018425,1000413,,UPI0011DBD63C ,Coiled coil;Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1000413,UNCHARACTERIZED
A0A5B6VU37,A0A5B6VU37_9ROSI,Gossypium australe,(+)-delta-cadinene synthase (EC 4.2.3.13),EPI10_022972,,,KAA3472495.1,EPI10_022972,47621,4.2.3.13,UPI00125698DB ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],47621,SESQUITERPENE SYNTHASE
A0A5B6VTD9,A0A5B6VTD9_9ROSI,Gossypium australe,(+)-delta-cadinene synthase isozyme A-like,EPI10_022991,,,KAA3472516.1,EPI10_022991,47621,,UPI0012533E7A ,Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,metal ion binding [GO:0046872]; terpene synthase activity [GO:0010333],47621,SESQUITERPENE SYNTHASE
A0A5B6VTK8,A0A5B6VTK8_9ROSI,Gossypium australe,(+)-delta-cadinene synthase isozyme XC14-like,EPI10_022968,,,KAA3472491.1,EPI10_022968,47621,,UPI00125462F7 ,Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,metal ion binding [GO:0046872]; terpene synthase activity [GO:0010333],47621,SESQUITERPENE SYNTHASE
A0A1R3HPH2,A0A1R3HPH2_9ROSI,Corchorus olitorius,(+)-delta-cadinene synthase (EC 4.2.3.13),COLO4_27753,,,OMO72194.1,COLO4_27753,93759,4.2.3.13,UPI000973ED11 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],93759,SESQUITERPENE SYNTHASE
A0A1R3JYN8,A0A1R3JYN8_9ROSI,Corchorus olitorius,(+)-delta-cadinene synthase (EC 4.2.3.13),COLO4_13037,,,OMO99925.1,COLO4_13037,93759,4.2.3.13,UPI000974A722 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],93759,SESQUITERPENE SYNTHASE
A0A5N6RAD8,A0A5N6RAD8_9ROSI,Carpinus fangiana,Uncharacterized protein,FH972_014457,,,KAE8075769.1,FH972_014457,176857,,UPI0012A55A58 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],176857,UNCHARACTERIZED
A0A5B6VDR5,A0A5B6VDR5_9ROSI,Gossypium australe,(+)-delta-cadinene synthase (EC 4.2.3.13),EPI10_002308,,,KAA3467283.1,EPI10_002308,47621,4.2.3.13,UPI001251E7A5 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],47621,SESQUITERPENE SYNTHASE
A0A5C7I3Y7,A0A5C7I3Y7_9ROSI,Acer yangbiense,Uncharacterized protein,EZV62_010653,,,TXG63659.1,EZV62_010653,1000413,,UPI0011DA3142 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1000413,UNCHARACTERIZED
A0A5C7GNZ7,A0A5C7GNZ7_9ROSI,Acer yangbiense,Uncharacterized protein,EZV62_028215,,,TXG46287.1,EZV62_028215,1000413,,UPI0011D4978F ,Coiled coil;Magnesium;Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1000413,UNCHARACTERIZED
A0A5B6VSV2,A0A5B6VSV2_9ROSI,Gossypium australe,(+)-delta-cadinene synthase (EC 4.2.3.13),EPI10_022984,,,KAA3472509.1,EPI10_022984,47621,4.2.3.13,UPI00125B786D ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],47621,SESQUITERPENE SYNTHASE
A0A5C7I7U3,A0A5C7I7U3_9ROSI,Acer yangbiense,Terpene_synth domain-containing protein,EZV62_006685,,,TXG65410.1,EZV62_006685,1000413,,UPI0011D61CBF ,Metal-binding;Reference proteome,IPR001906;IPR036965;IPR008930;,metal ion binding [GO:0046872]; terpene synthase activity [GO:0010333],1000413,
A0A5N6RER1,A0A5N6RER1_9ROSI,Carpinus fangiana,Uncharacterized protein,FH972_015891,,,KAE8077319.1,FH972_015891,176857,,UPI0012A681CC ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],176857,UNCHARACTERIZED
A0A5N5N0K4,A0A5N5N0K4_9ROSI,Salix brachista,Uncharacterized protein,DKX38_005465,,,KAB5560508.1,DKX38_005465,2182728,,UPI0012CF63FC ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],2182728,UNCHARACTERIZED
A0A5N6RG71,A0A5N6RG71_9ROSI,Carpinus fangiana,Uncharacterized protein,FH972_015888,,,KAE8077316.1,FH972_015888,176857,,UPI0012A4590D ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],176857,UNCHARACTERIZED
A0A1R3KD90,A0A1R3KD90_9ROSI,Corchorus olitorius,(+)-delta-cadinene synthase (EC 4.2.3.13),COLO4_09082,,,OMP05060.1,COLO4_09082,93759,4.2.3.13,UPI0009743B2F ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],93759,SESQUITERPENE SYNTHASE
A0A1R3I5L9,A0A1R3I5L9_9ROSI,Corchorus olitorius,(+)-delta-cadinene synthase (EC 4.2.3.13),COLO4_24972,,,OMO77892.1,COLO4_24972,93759,4.2.3.13,UPI000974198D ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],93759,SESQUITERPENE SYNTHASE
A0A5C7IGN5,A0A5C7IGN5_9ROSI,Acer yangbiense,Uncharacterized protein,EZV62_008891,,,TXG67616.1,EZV62_008891,1000413,,UPI0011D57FE8 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1000413,UNCHARACTERIZED
A0A5N6RFS7,A0A5N6RFS7_9ROSI,Carpinus fangiana,Uncharacterized protein,FH972_016401,,,KAE8077883.1,FH972_016401,176857,,UPI0012A682FE ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],176857,UNCHARACTERIZED
A0A5C7GUW5,A0A5C7GUW5_9ROSI,Acer yangbiense,Uncharacterized protein,EZV62_027190,,,TXG47896.1,EZV62_027190,1000413,,UPI0011D93611 ,Magnesium;Metal-binding;Reference proteome;Signal,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1000413,UNCHARACTERIZED
A0A5N6RS57,A0A5N6RS57_9ROSI,Carpinus fangiana,Uncharacterized protein,FH972_019378,,,KAE8124499.1,FH972_019378,176857,,UPI0012A657FE ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],176857,UNCHARACTERIZED
A0A5N6RHG4,A0A5N6RHG4_9ROSI,Carpinus fangiana,Uncharacterized protein,FH972_015882,,,KAE8077310.1,FH972_015882,176857,,UPI0012A6EAAD ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],176857,UNCHARACTERIZED
A0A5C7GTL9,A0A5C7GTL9_9ROSI,Acer yangbiense,Uncharacterized protein,EZV62_026730,,,TXG47436.1,EZV62_026730,1000413,,UPI0011D5DF0A ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1000413,UNCHARACTERIZED
A0A5B6X845,A0A5B6X845_9ROSI,Gossypium australe,(+)-delta-cadinene synthase (EC 4.2.3.13),EPI10_033771,,,KAA3490280.1,EPI10_033771,47621,4.2.3.13,UPI0012554F6C ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],47621,SESQUITERPENE SYNTHASE
A0A5N5JAZ3,A0A5N5JAZ3_9ROSI,Salix brachista,Uncharacterized protein,DKX38_026610,,,KAB5515962.1,DKX38_026610,2182728,,UPI0012D26C8A ,Coiled coil;Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],2182728,UNCHARACTERIZED
A0A5B6VDR9,A0A5B6VDR9_9ROSI,Gossypium australe,Putative terpene synthase 9,EPI10_002304,,,KAA3467279.1,EPI10_002304,47621,,UPI00125C1081 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,metal ion binding [GO:0046872]; terpene synthase activity [GO:0010333],47621,
A0A5C7IDV7,A0A5C7IDV7_9ROSI,Acer yangbiense,Uncharacterized protein,EZV62_008596,,,TXG67321.1,EZV62_008596,1000413,,UPI0011DB35EE ,Coiled coil;Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1000413,UNCHARACTERIZED
A0A5N5KU07,A0A5N5KU07_9ROSI,Salix brachista,Uncharacterized protein,DKX38_016985,,,KAB5533899.1,DKX38_016985,2182728,,UPI0012CA8048 ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],2182728,UNCHARACTERIZED
A0A5N5KIQ8,A0A5N5KIQ8_9ROSI,Salix brachista,Uncharacterized protein,DKX38_020282,,,KAB5530201.1,DKX38_020282,2182728,,UPI0012CCE6B1 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],2182728,UNCHARACTERIZED
A0A1R3KXC5,A0A1R3KXC5_9ROSI,Corchorus olitorius,Terpene_synth domain-containing protein,COLO4_03710,,,OMP11736.1,COLO4_03710,93759,,UPI000974210D ,Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,metal ion binding [GO:0046872]; terpene synthase activity [GO:0010333],93759,
A0A1R3HP99,A0A1R3HP99_9ROSI,Corchorus olitorius,Terpene_synth domain-containing protein,COLO4_27754,,,OMO72195.1,COLO4_27754,93759,,UPI000974BB55 ,Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,metal ion binding [GO:0046872]; terpene synthase activity [GO:0010333],93759,
A0A5N5IXS6,A0A5N5IXS6_9ROSI,Salix brachista,Terpene_synth domain-containing protein,DKX38_028916,,,KAB5511888.1,DKX38_028916,2182728,,UPI0012CD1109 ,Reference proteome,IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],2182728,
A0A5C7GRB9,A0A5C7GRB9_9ROSI,Acer yangbiense,Uncharacterized protein,EZV62_026532,,,TXG47238.1,EZV62_026532,1000413,,UPI0011DBE169 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1000413,UNCHARACTERIZED
A0A1R3IM41,A0A1R3IM41_9ROSI,Corchorus olitorius,(+)-delta-cadinene synthase (EC 4.2.3.13),COLO4_22402,,,OMO83621.1,COLO4_22402,93759,4.2.3.13,UPI00097487CD ,Coiled coil;Magnesium;Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],93759,SESQUITERPENE SYNTHASE
A0A5N6RTJ6,A0A5N6RTJ6_9ROSI,Carpinus fangiana,Uncharacterized protein,FH972_020463,,,KAE8125685.1,FH972_020463,176857,,UPI0012A51E98 ,Coiled coil;Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],176857,UNCHARACTERIZED
A0A5N5IY80,A0A5N5IY80_9ROSI,Salix brachista,Uncharacterized protein,DKX38_029077,,,KAB5512049.1,DKX38_029077,2182728,,UPI0012C39834 ,Coiled coil;Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],2182728,UNCHARACTERIZED
A0A5B6U538,A0A5B6U538_9ROSI,Gossypium australe,(+)-delta-cadinene synthase (EC 4.2.3.13),EPI10_009072,,,KAA3452989.1,EPI10_009072,47621,4.2.3.13,UPI001259B527 ,Coiled coil;Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,(+)-delta-cadinene synthase activity [GO:0047461]; magnesium ion binding [GO:0000287],47621,SESQUITERPENE SYNTHASE
A0A5N6RDE1,A0A5N6RDE1_9ROSI,Carpinus fangiana,Uncharacterized protein,FH972_014469,,,KAE8075781.1,FH972_014469,176857,,UPI0012A577ED ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],176857,UNCHARACTERIZED
A0A5C7ID84,A0A5C7ID84_9ROSI,Acer yangbiense,Uncharacterized protein,EZV62_008595,,,TXG67320.1,EZV62_008595,1000413,,UPI0011DA6A7A ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1000413,UNCHARACTERIZED
